,event_id,device_id,timestamp,longitude,latitude,city,state,gender,age,group,phone_brand,device_model,year,month,month_name,day_of_week,hour
3348497,3251524,4.195238161607035e+17,2016-05-02 23:13:09,75.899023,26.959949,Jaipur,Rajasthan,M,19,M22-,vivo,Xplay3S,2016,5,May,Monday,23
3348558,915854,4.195238161607035e+17,2016-05-03 01:38:33,75.899023,26.959949,Jaipur,Rajasthan,M,19,M22-,vivo,Xplay3S,2016,5,May,Tuesday,1
3348619,1724619,4.195238161607035e+17,2016-05-06 17:29:32,75.899023,26.959949,Jaipur,Rajasthan,M,19,M22-,vivo,Xplay3S,2016,5,May,Friday,17
3348680,1029112,4.195238161607035e+17,2016-05-04 04:06:46,75.899023,26.959949,Jaipur,Rajasthan,M,19,M22-,vivo,Xplay3S,2016,5,May,Wednesday,4
3348741,1175379,4.195238161607035e+17,2016-05-01 11:39:13,75.899023,26.959949,Jaipur,Rajasthan,M,19,M22-,vivo,Xplay3S,2016,5,May,Sunday,11
3348802,695790,4.195238161607035e+17,2016-05-02 23:17:17,75.899023,26.959949,Jaipur,Rajasthan,M,19,M22-,vivo,Xplay3S,2016,5,May,Monday,23
3348863,1442057,2.8985481781029024e+16,2016-05-02 02:01:37,79.54173399999998,28.246058,Faridpur,UttarPradesh,F,41,F33-42,Huawei,Ascend P6,2016,5,May,Monday,2
3348869,1006389,2.8985481781029024e+16,2016-05-01 08:48:32,79.54173399999998,28.246058,Faridpur,UttarPradesh,F,41,F33-42,Huawei,Ascend P6,2016,5,May,Sunday,8
3348875,2962237,2.8985481781029024e+16,2016-05-02 00:01:43,79.54173399999998,28.246058,Faridpur,UttarPradesh,F,41,F33-42,Huawei,Ascend P6,2016,5,May,Monday,0
3348881,1141915,2.8985481781029024e+16,2016-05-01 09:59:16,79.54173399999998,28.246058,Faridpur,UttarPradesh,F,41,F33-42,Huawei,Ascend P6,2016,5,May,Sunday,9
3348887,1488894,2.8985481781029024e+16,2016-05-01 22:48:16,79.54173399999998,28.246058,Faridpur,UttarPradesh,F,41,F33-42,Huawei,Ascend P6,2016,5,May,Sunday,22
3348893,1909074,2.8985481781029024e+16,2016-05-01 18:01:54,79.54173399999998,28.246058,Faridpur,UttarPradesh,F,41,F33-42,Huawei,Ascend P6,2016,5,May,Sunday,18
3348899,729586,5.257944039436167e+18,2016-05-07 08:15:49,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Saturday,8
3348913,2747731,5.257944039436167e+18,2016-05-07 21:12:00,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Saturday,21
3348927,2664857,5.257944039436167e+18,2016-05-07 15:17:08,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Saturday,15
3348941,1639925,5.257944039436167e+18,2016-05-06 08:49:41,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Friday,8
3348955,625297,5.257944039436167e+18,2016-05-07 08:06:56,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Saturday,8
3348969,3035721,5.257944039436167e+18,2016-05-05 19:55:36,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Thursday,19
3348983,2577159,5.257944039436167e+18,2016-05-07 08:06:34,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Saturday,8
3348997,2763723,5.257944039436167e+18,2016-05-07 20:57:13,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Saturday,20
3349011,382240,5.257944039436167e+18,2016-05-03 18:20:37,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Tuesday,18
3349025,802516,5.257944039436167e+18,2016-05-07 21:05:52,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Saturday,21
3349039,2030423,5.257944039436167e+18,2016-05-03 18:19:51,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Tuesday,18
3349053,2908997,5.257944039436167e+18,2016-05-05 12:17:55,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Thursday,12
3349067,324551,5.257944039436167e+18,2016-05-04 23:47:53,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Wednesday,23
3349081,1486850,5.257944039436167e+18,2016-05-05 20:02:40,74.801476,20.928312,Dhule,Maharashtra,F,26,F24-26,Huawei,荣耀3X畅玩版,2016,5,May,Thursday,20
3349095,2932756,8.52444086777365e+17,2016-05-05 06:06:26,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,6
3349156,1611280,8.52444086777365e+17,2016-05-02 15:29:15,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,15
3349217,1359026,8.52444086777365e+17,2016-05-05 05:59:20,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,5
3349278,2966203,8.52444086777365e+17,2016-05-03 07:44:37,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3349339,1413759,8.52444086777365e+17,2016-05-02 06:53:55,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3349400,481155,8.52444086777365e+17,2016-05-05 06:08:58,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,6
3349461,542878,8.52444086777365e+17,2016-05-03 06:24:42,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,6
3349522,3132795,8.52444086777365e+17,2016-05-02 07:28:56,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,7
3349583,2443923,8.52444086777365e+17,2016-05-03 06:27:35,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,6
3349644,2902103,8.52444086777365e+17,2016-05-05 08:17:10,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,8
3349705,1136648,8.52444086777365e+17,2016-05-05 06:06:58,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,6
3349766,2692986,8.52444086777365e+17,2016-05-03 07:46:38,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3349827,2932434,8.52444086777365e+17,2016-05-03 06:25:55,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,6
3349888,1414225,8.52444086777365e+17,2016-05-03 06:31:31,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,6
3349949,737125,8.52444086777365e+17,2016-05-04 14:54:01,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Wednesday,14
3350010,2143871,8.52444086777365e+17,2016-05-03 07:40:07,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3350071,1444548,8.52444086777365e+17,2016-05-02 06:58:16,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3350132,1418174,8.52444086777365e+17,2016-05-02 07:27:37,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,7
3350193,2074144,8.52444086777365e+17,2016-05-02 07:30:13,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,7
3350254,604535,8.52444086777365e+17,2016-05-01 13:37:38,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Sunday,13
3350315,1053196,8.52444086777365e+17,2016-05-02 06:37:26,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3350376,1424285,8.52444086777365e+17,2016-05-07 11:43:18,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Saturday,11
3350437,253504,8.52444086777365e+17,2016-05-02 14:38:01,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,14
3350498,2444869,8.52444086777365e+17,2016-05-03 07:50:09,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3350559,770085,8.52444086777365e+17,2016-05-04 14:32:02,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Wednesday,14
3350620,1859834,8.52444086777365e+17,2016-05-06 18:43:09,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Friday,18
3350681,2795857,8.52444086777365e+17,2016-05-03 06:29:39,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,6
3350742,2051142,8.52444086777365e+17,2016-05-07 11:43:47,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Saturday,11
3350803,2607090,8.52444086777365e+17,2016-05-02 07:28:11,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,7
3350864,1673105,8.52444086777365e+17,2016-05-06 14:50:52,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Friday,14
3350925,2917349,8.52444086777365e+17,2016-05-01 18:54:49,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Sunday,18
3350986,102977,8.52444086777365e+17,2016-05-02 15:27:04,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,15
3351047,217604,8.52444086777365e+17,2016-05-03 06:28:09,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,6
3351108,858473,8.52444086777365e+17,2016-05-02 06:56:15,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3351169,328366,8.52444086777365e+17,2016-05-02 06:49:53,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3351230,1066912,8.52444086777365e+17,2016-05-07 14:13:16,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Saturday,14
3351291,894148,8.52444086777365e+17,2016-05-02 07:28:50,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,7
3351352,1670990,8.52444086777365e+17,2016-05-05 09:10:31,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,9
3351413,848267,8.52444086777365e+17,2016-05-02 14:36:17,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,14
3351474,1361857,8.52444086777365e+17,2016-05-05 08:16:23,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,8
3351535,1960104,8.52444086777365e+17,2016-05-03 07:52:25,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3351596,919460,8.52444086777365e+17,2016-05-05 06:15:11,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,6
3351657,2506430,8.52444086777365e+17,2016-05-02 06:51:32,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3351718,2281298,8.52444086777365e+17,2016-05-02 07:30:11,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,7
3351779,2306437,8.52444086777365e+17,2016-05-05 06:12:06,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,6
3351840,3175769,8.52444086777365e+17,2016-05-01 13:01:11,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Sunday,13
3351901,1574444,8.52444086777365e+17,2016-05-01 09:05:23,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Sunday,9
3351962,72862,8.52444086777365e+17,2016-05-02 06:49:27,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3352023,3227374,8.52444086777365e+17,2016-05-05 08:22:07,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,8
3352084,3045991,8.52444086777365e+17,2016-05-03 07:54:26,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3352145,2306432,8.52444086777365e+17,2016-05-05 06:06:43,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Thursday,6
3352206,770469,8.52444086777365e+17,2016-05-06 14:48:38,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Friday,14
3352267,2459009,8.52444086777365e+17,2016-05-04 18:38:24,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Wednesday,18
3352328,2054289,8.52444086777365e+17,2016-05-04 14:26:46,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Wednesday,14
3352389,2148355,8.52444086777365e+17,2016-05-01 10:10:55,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Sunday,10
3352450,2846404,8.52444086777365e+17,2016-05-03 07:45:41,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3352511,3229699,8.52444086777365e+17,2016-05-01 10:37:55,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Sunday,10
3352572,1818851,8.52444086777365e+17,2016-05-02 06:51:11,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Monday,6
3352633,2558727,8.52444086777365e+17,2016-05-04 16:39:37,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Wednesday,16
3352694,2846403,8.52444086777365e+17,2016-05-03 07:42:36,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,7
3352755,2324730,8.52444086777365e+17,2016-05-03 06:39:48,72.830007,19.010811,Mumbai,Maharashtra,F,53,F43+,Samsung,A500,2016,5,May,Tuesday,6
3352816,1956063,2.3776783558481386e+17,2016-05-07 01:15:39,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3352871,29195,2.3776783558481386e+17,2016-05-02 00:42:20,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Monday,0
3352926,1777835,2.3776783558481386e+17,2016-05-01 16:04:34,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,16
3352981,3205029,2.3776783558481386e+17,2016-05-07 15:25:03,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,15
3353036,2489801,2.3776783558481386e+17,2016-05-07 21:43:43,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,21
3353091,2466102,2.3776783558481386e+17,2016-05-03 23:12:42,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Tuesday,23
3353146,2873127,2.3776783558481386e+17,2016-05-01 08:05:41,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3353201,1791281,2.3776783558481386e+17,2016-05-07 01:13:00,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3353256,2656661,2.3776783558481386e+17,2016-05-03 13:17:01,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Tuesday,13
3353311,1552989,2.3776783558481386e+17,2016-05-01 16:05:30,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,16
3353366,1668820,2.3776783558481386e+17,2016-05-01 08:13:50,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3353421,2657139,2.3776783558481386e+17,2016-05-05 13:34:01,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,13
3353476,1399136,2.3776783558481386e+17,2016-05-03 17:01:42,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Tuesday,17
3353531,2397668,2.3776783558481386e+17,2016-05-07 12:25:39,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,12
3353586,1703028,2.3776783558481386e+17,2016-05-07 01:17:35,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3353641,3234668,2.3776783558481386e+17,2016-05-07 12:27:17,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,12
3353696,2648193,2.3776783558481386e+17,2016-05-04 10:00:29,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Wednesday,10
3353751,368209,2.3776783558481386e+17,2016-05-01 08:11:05,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3353806,2929695,2.3776783558481386e+17,2016-05-07 01:19:05,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3353861,2338961,2.3776783558481386e+17,2016-05-05 13:40:09,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,13
3353916,2737952,2.3776783558481386e+17,2016-05-04 09:54:07,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Wednesday,9
3353971,2308438,2.3776783558481386e+17,2016-05-01 08:08:52,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3354026,1703030,2.3776783558481386e+17,2016-05-07 01:20:52,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3354081,2309651,2.3776783558481386e+17,2016-05-04 09:47:36,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Wednesday,9
3354136,1561383,2.3776783558481386e+17,2016-05-03 23:10:20,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Tuesday,23
3354191,1680632,2.3776783558481386e+17,2016-05-07 17:52:26,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,17
3354246,894687,2.3776783558481386e+17,2016-05-05 07:38:20,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,7
3354301,423234,2.3776783558481386e+17,2016-05-07 01:16:11,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3354356,3050911,2.3776783558481386e+17,2016-05-07 01:17:04,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3354411,2735635,2.3776783558481386e+17,2016-05-01 08:08:52,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3354466,948762,2.3776783558481386e+17,2016-05-05 07:33:21,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,7
3354521,2855440,2.3776783558481386e+17,2016-05-05 13:17:58,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,13
3354576,1925427,2.3776783558481386e+17,2016-05-02 08:10:19,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Monday,8
3354631,1871986,2.3776783558481386e+17,2016-05-01 08:04:57,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3354686,1324659,2.3776783558481386e+17,2016-05-06 23:20:46,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Friday,23
3354741,3084567,2.3776783558481386e+17,2016-05-01 08:08:19,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3354796,1539130,2.3776783558481386e+17,2016-05-05 13:11:44,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,13
3354851,2447577,2.3776783558481386e+17,2016-05-04 09:50:24,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Wednesday,9
3354906,399196,2.3776783558481386e+17,2016-05-03 23:09:53,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Tuesday,23
3354961,2177808,2.3776783558481386e+17,2016-05-01 08:03:58,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3355016,6173,2.3776783558481386e+17,2016-05-01 08:10:01,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3355071,551547,2.3776783558481386e+17,2016-05-05 13:14:57,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,13
3355126,2804255,2.3776783558481386e+17,2016-05-03 13:20:18,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Tuesday,13
3355181,499948,2.3776783558481386e+17,2016-05-01 08:06:57,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3355236,655813,2.3776783558481386e+17,2016-05-01 08:15:30,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,8
3355291,1925424,2.3776783558481386e+17,2016-05-02 08:06:57,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Monday,8
3355346,859500,2.3776783558481386e+17,2016-05-01 07:45:53,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,7
3355401,3016998,2.3776783558481386e+17,2016-05-07 22:20:29,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,22
3355456,1133481,2.3776783558481386e+17,2016-05-07 01:18:04,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3355511,810082,2.3776783558481386e+17,2016-05-05 07:30:31,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,7
3355566,1959876,2.3776783558481386e+17,2016-05-01 07:44:51,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,7
3355621,3116477,2.3776783558481386e+17,2016-05-05 17:11:06,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Thursday,17
3355676,1406035,2.3776783558481386e+17,2016-05-07 01:17:25,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3355731,478127,2.3776783558481386e+17,2016-05-07 01:20:07,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Saturday,1
3355786,2574477,2.3776783558481386e+17,2016-05-01 07:45:12,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,F33-42,Samsung,Galaxy S4,2016,5,May,Sunday,7
3355841,2429159,2.009778621646634e+17,2016-05-01 14:14:30,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,14
3355938,2520157,2.009778621646634e+17,2016-05-01 15:37:18,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,15
3356035,1551794,2.009778621646634e+17,2016-05-01 15:37:35,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,15
3356132,351269,2.009778621646634e+17,2016-05-01 14:42:30,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,14
3356229,1254413,2.009778621646634e+17,2016-05-01 14:15:33,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,14
3356326,3008762,2.009778621646634e+17,2016-05-06 19:55:12,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Friday,19
3356423,2658171,2.009778621646634e+17,2016-05-01 14:22:30,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,14
3356520,86631,2.009778621646634e+17,2016-05-01 14:19:03,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,14
3356617,696175,2.009778621646634e+17,2016-05-07 01:39:19,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Saturday,1
3356714,630810,2.009778621646634e+17,2016-05-01 12:44:30,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,F23-,Samsung,Galaxy Ace 3,2016,5,May,Sunday,12
